feature,mean_abs_shap
execution_ratio_roll_std_5,0.0
execution_ratio_roll_min_5,0.0
relative_spread_mean_lag_2,0.0
price_change_lag_5,0.0
execution_ratio_roll_max_10,0.0
execution_ratio_roll_mean_15,0.0
execution_ratio_roll_std_15,0.0
mid_mean_roll_max_30,0.0
mid_mean_roll_min_15,0.0
mid_mean_roll_std_10,0.0
mid_mean_roll_mean_10,0.0
mid_mean_roll_max_5,0.0
mid_mean_lag_15,0.0
mid_return_1m_lag_2,0.0
mid_close_roll_mean_3,0.0
mid_return_1m_lag_3,0.0
mid_return_1m_lag_5,0.0
mid_return_1m_lag_10,0.0
mid_mean_lag_1,0.0
mid_close_roll_max_15,0.0
mid_return_1m_roll_mean_3,0.0
mid_return_1m_roll_std_3,0.0
mid_close_roll_min_15,0.0
mid_close_roll_max_10,0.0
mid_close_roll_min_5,0.0
mid_return_1m_roll_std_5,0.0
mid_close_roll_mean_5,0.0
mid_close_roll_min_3,0.0
spread_max_roll_min_30,0.0
ofi_std_roll_min_30,0.0
relative_spread_mean_roll_max_3,0.0
imbalance_5_mean_roll_max_5,0.0
imbalance_10_mean_roll_std_30,0.0
event_size_total_roll_max_3,0.0
imbalance_10_mean_roll_max_15,0.0
imbalance_10_mean_roll_min_15,0.0
imbalance_10_mean_roll_std_5,0.0
imbalance_10_mean_roll_max_3,0.0
imbalance_10_mean_roll_min_3,0.0
imbalance_10_mean_lag_5,0.0
event_size_total_roll_min_10,0.0
event_size_total_roll_max_10,0.0
imbalance_10_mean_lag_3,0.0
imbalance_5_mean_roll_min_30,0.0
event_size_total_roll_min_15,0.0
imbalance_5_mean_roll_min_10,0.0
event_size_total_roll_std_30,0.0
n_full_deletion_lag_2,0.0
event_size_total_roll_min_30,0.0
imbalance_5_mean_roll_mean_5,0.0
imbalance_5_mean_roll_max_3,0.0
imbalance_5_mean_roll_min_3,0.0
imbalance_5_mean_roll_mean_3,0.0
trade_volume_lag_5,0.0
imbalance_5_mean_lag_2,0.0
imbalance_3_mean_roll_min_30,0.0
imbalance_3_mean_roll_min_15,0.0
imbalance_3_mean_roll_max_10,0.0
imbalance_3_mean_roll_std_10,0.0
imbalance_3_mean_roll_min_5,0.0
imbalance_3_mean_roll_max_3,0.0
imbalance_3_mean_roll_min_3,0.0
event_size_total_roll_std_3,0.0
ofi_sum_roll_mean_5,0.0
event_size_total_lag_30,0.0
ofi_sum_roll_min_5,0.0
event_count_lag_2,0.0
event_count_lag_3,0.0
ofi_std_roll_mean_30,0.0
ofi_std_roll_max_15,0.0
ofi_std_roll_min_15,0.0
event_count_lag_30,0.0
ofi_std_roll_max_10,0.0
ofi_std_roll_mean_3,0.0
ofi_std_lag_5,0.0
ofi_std_lag_1,0.0
ofi_mean_roll_min_30,0.0
ofi_mean_roll_mean_30,0.0
event_count_roll_min_5,0.0
ofi_mean_roll_max_5,0.0
ofi_mean_roll_mean_5,0.0
ofi_mean_lag_15,0.0
event_count_roll_max_10,0.0
event_count_roll_mean_15,0.0
ofi_mean_lag_10,0.0
ofi_mean_lag_3,0.0
ofi_sum_roll_std_30,0.0
event_count_roll_mean_30,0.0
event_count_roll_std_30,0.0
ofi_sum_roll_mean_30,0.0
event_count_roll_max_30,0.0
ofi_sum_roll_mean_15,0.0
event_size_total_lag_3,0.0
event_size_total_lag_5,0.0
ofi_sum_roll_max_5,0.0
trade_volume_roll_std_5,0.0
imbalance_3_mean_roll_std_3,0.0
trade_volume_roll_max_5,0.0
bid_depth_mean_roll_min_30,0.0
bid_depth_mean_roll_mean_30,0.0
bid_depth_mean_roll_mean_15,0.0
n_new_order_roll_max_30,0.0
bid_depth_mean_roll_std_10,0.0
bid_depth_mean_roll_min_5,0.0
bid_depth_mean_roll_std_5,0.0
bid_depth_mean_roll_min_3,0.0
bid_depth_mean_roll_std_3,0.0
n_partial_cancel_lag_30,0.0
bid_depth_mean_roll_mean_3,0.0
bid_depth_mean_lag_30,0.0
bid_depth_mean_lag_10,0.0
n_partial_cancel_roll_mean_5,0.0
bid_depth_mean_lag_1,0.0
ask_depth_mean_roll_std_30,0.0
ask_depth_mean_roll_mean_30,0.0
ask_depth_mean_roll_std_15,0.0
ask_depth_mean_roll_std_10,0.0
ask_depth_mean_roll_max_5,0.0
ask_depth_mean_roll_std_5,0.0
n_partial_cancel_roll_mean_15,0.0
n_partial_cancel_roll_std_15,0.0
ask_depth_mean_lag_30,0.0
relative_spread_mean_roll_mean_15,0.0
relative_spread_mean_roll_mean_10,0.0
relative_spread_mean_roll_min_5,0.0
relative_spread_mean_roll_mean_5,0.0
event_count_lag_1,0.0
n_full_deletion_lag_1,0.0
bid_depth_mean_roll_std_30,0.0
bid_depth_mean_roll_max_30,0.0
imbalance_3_mean_lag_30,0.0
depth_imbalance_lag_30,0.0
imbalance_3_mean_lag_3,0.0
imbalance_3_mean_lag_2,0.0
imbalance_1_mean_roll_min_30,0.0
trade_volume_roll_mean_15,0.0
imbalance_1_mean_roll_mean_30,0.0
trade_volume_roll_min_15,0.0
imbalance_1_mean_roll_mean_10,0.0
imbalance_1_mean_roll_min_5,0.0
imbalance_1_mean_roll_std_5,0.0
trade_volume_roll_min_30,0.0
imbalance_1_mean_roll_max_3,0.0
n_new_order_lag_2,0.0
imbalance_1_mean_roll_mean_3,0.0
imbalance_1_mean_lag_30,0.0
n_new_order_lag_10,0.0
imbalance_1_mean_lag_10,0.0
imbalance_1_mean_lag_5,0.0
depth_imbalance_roll_mean_30,0.0
depth_imbalance_roll_mean_15,0.0
depth_imbalance_roll_min_10,0.0
n_new_order_roll_max_3,0.0
depth_imbalance_roll_std_10,0.0
n_new_order_roll_std_5,0.0
depth_imbalance_roll_std_5,0.0
depth_imbalance_roll_mean_5,0.0
depth_imbalance_roll_max_3,0.0
n_new_order_roll_std_10,0.0
n_new_order_roll_min_10,0.0
n_new_order_roll_max_10,0.0
n_partial_cancel_roll_max_30,0.0
