minute,mid_open,mid_close,mid_mean,spread_mean,spread_std,spread_max,relative_spread_mean,ask_depth_mean,bid_depth_mean,imbalance_1_mean,imbalance_3_mean,imbalance_5_mean,imbalance_10_mean,ofi_sum,ofi_mean,ofi_std,event_count,event_size_total,trade_volume,n_new_order,n_partial_cancel,n_full_deletion,n_execution,price_change,depth_imbalance,execution_ratio,mid_return_1m,mid_log_return_1m,hour,minute_of_hour,clock,mid_ma10
625,30.884999999999998,30.865000000000002,30.88198289684661,0.010860502405130522,0.002805131959275967,0.019999999999999574,0.00035167778133192136,73589.26189203635,79261.01175841795,0.009362071478716724,-0.003597709717201228,0.038181527005705186,-0.009634542189899401,-68233.0,-36.46873329770176,579.9116085702121,1871,900476,29819,913,10,859,89,-0.01999999999999602,0.03710657319038925,0.04756814537680385,-0.01999999999999602,-0.0006477733020031629,10,25,10:25,30.907
626,30.865000000000002,30.865000000000002,30.86822913146333,0.012821899290300512,0.004501413680957145,0.019999999999999574,0.00041538218992316075,73973.16458262927,82621.92734031768,0.08918250774658325,0.0520303151378859,0.05599107277413335,-0.01307006917055508,-2530.0,-0.8550185873605948,786.116877677549,2959,1866861,55805,1481,7,1338,133,0.0,0.055230101093743475,0.04494761743832376,0.0,0.0,10,26,10:26,30.906
627,30.865000000000002,30.845,30.862381107491856,0.011381107491856505,0.003451286262995479,0.019999999999999574,0.00036877423814352523,76841.78697068404,75829.75830618893,-0.10768303745016831,-0.020747020919776427,-0.0010008756101016634,-0.07175335921619741,-138030.0,-89.92182410423453,1869.672996148953,1535,957371,17524,762,10,699,64,-0.020000000000003126,-0.006628796889818448,0.04169381107491857,-0.020000000000003126,-0.0006481931842574618,10,27,10:27,30.901
628,30.845,30.845,30.845,0.010000000000001563,0.0,0.010000000000001563,0.0003242016534284832,72787.7914893617,63801.48510638298,-0.27957480394345097,-0.0641986513883032,-0.06619591696440083,-0.1122061824485146,284.0,0.6042553191489362,417.397200529151,470,199524,2585,231,1,227,11,0.0,-0.06579071656975655,0.023404255319148935,0.0,0.0,10,28,10:28,30.894
629,30.845,30.845,30.85344699318041,0.012250464972101114,0.004177424568362933,0.019999999999999574,0.00039705527552308444,72838.54804711718,69870.20644761315,0.05148614702891979,-0.024003891446143132,-0.019824393044702338,-0.051527172946957744,-11208.0,-6.948543087414755,605.7585808460815,1613,812686,31249,797,13,713,90,0.0,-0.02079999653849993,0.05579665220086795,0.0,0.0,10,29,10:29,30.887
630,30.845,30.845,30.836107091172213,0.012407139411482089,0.004276200995059916,0.020000000000003126,0.0004023591907451785,80024.28123492523,76580.02556681138,-0.1362563058045498,-0.072387985885255,-0.025997044588390292,-0.08231405719309502,-5184.0,-2.500723589001447,641.0084102205013,2073,1068571,13846,1049,22,940,62,0.0,-0.02199336492370118,0.029908345393150026,0.0,0.0,10,30,10:30,30.875
631,30.845,30.865000000000002,30.857826437399247,0.011461579795808528,0.0035335947576801714,0.019999999999999574,0.00037143136014966717,75886.51262761957,84935.39279957012,0.12796787031127374,0.04144267668488372,0.05527186989902425,0.08436761961549734,89104.0,47.879634605051045,634.4617272569283,1861,892194,39317,899,15,839,108,0.020000000000003126,0.05626646536685474,0.05803331542181623,0.020000000000003126,0.0006481931842574618,10,31,10:31,30.865
632,30.865000000000002,30.875,30.870420200462604,0.011079414032382036,0.0031042608554768853,0.019999999999999574,0.00035890113855014197,74881.77178103315,77873.75173477255,0.046538357377674006,-0.07173740961258601,0.018856799427041306,0.09512416830743754,26033.0,20.071703932151117,557.6514190729594,1297,595751,13909,645,7,597,48,0.00999999999999801,0.019586721873463494,0.03700848111025443,0.00999999999999801,0.0003239391022820115,10,32,10:32,30.861999999999995
633,30.875,30.875,30.875,0.00999999999999801,0.0,0.00999999999999801,0.0003238866396760489,71734.56974459725,74639.63654223969,0.09772851285509719,-0.08365558182330388,0.01924774833998347,0.11445034953428565,-17786.0,-34.94302554027505,431.2096868016944,509,220673,1800,252,3,243,11,0.0,0.019846849191104306,0.021611001964636542,0.0,0.0,10,33,10:33,30.860999999999997
634,30.875,30.895,30.888835995085994,0.012770270270269925,0.004476674579708958,0.019999999999999574,0.00041341996175953117,72087.82985257985,76245.99385749386,0.24804440157431615,-0.014065205078072912,0.027024609032291515,0.14272706568859236,74576.0,45.80835380835381,763.5119155046845,1628,980565,6448,806,9,764,49,0.019999999999999574,0.028032473652410947,0.030098280098280097,0.019999999999999574,0.0006475635648017786,10,34,10:34,30.862000000000002
635,30.895,30.915,30.903503562945367,0.010965954077593076,0.0029552306665746797,0.020000000000003126,0.00035484169928494814,77830.93507521774,74494.93507521774,0.09866195850433901,-0.03486521436825343,-0.021225556523876296,0.026101456066747474,94558.0,74.86777513855898,577.8503533257608,1263,597775,21083,620,11,581,51,0.019999999999999574,-0.02190041649987228,0.040380047505938245,0.019999999999999574,0.0006471444975888474,10,35,10:35,30.866999999999997
636,30.915,30.895,30.910711346266904,0.01158142269253357,0.00364981651086603,0.020000000000003126,0.000374674729368331,83289.4732510288,67814.24162257496,-0.2534427815085625,-0.17562189665478734,-0.10349034593797693,-0.1364507126313111,-107006.0,-62.9077013521458,665.9786140839097,1701,831677,13977,858,9,786,48,-0.019999999999999574,-0.1024146338255063,0.02821869488536155,-0.019999999999999574,-0.0006471444975888474,10,36,10:36,30.869999999999997
637,30.895,30.895,30.891621240601502,0.011832706766916464,0.0038707020961734535,0.019999999999999574,0.0003830424777501213,85274.8984962406,63422.67857142857,-0.30955672702457127,-0.1961486067225733,-0.14704520566228926,-0.08992613844466985,-2288.0,-2.1503759398496243,542.4368416051963,1064,506004,10353,528,7,490,39,0.0,-0.14695747137068368,0.03665413533834586,0.0,0.0,10,37,10:37,30.875
638,30.895,30.884999999999998,30.88841310751104,0.011288659793814756,0.003351749766948207,0.019999999999999574,0.00036546370170800497,84555.64432989691,62330.68924889543,-0.2320626865069803,-0.1975129440670659,-0.15050194565124042,-0.08985167114044806,-33274.0,-24.502209131075112,569.2675648783528,1358,637620,12232,667,9,638,44,-0.010000000000001563,-0.15130716751861487,0.03240058910162003,-0.010000000000001563,-0.0003237293650806272,10,38,10:38,30.878999999999998
639,30.884999999999998,30.865000000000002,30.871443223443226,0.011985347985348093,0.003990430907403665,0.019999999999999574,0.00038821709551779696,82111.56336996338,61623.86153846154,-0.44429374894985596,-0.2007273557000357,-0.1421009502367597,-0.1255075248980901,-68874.0,-50.457142857142856,705.1094332522663,1365,798673,8203,682,5,632,46,-0.01999999999999602,-0.14253759533917773,0.0336996336996337,-0.01999999999999602,-0.0006477733020031629,10,39,10:39,30.881
640,30.865000000000002,30.855,30.861497297297298,0.011794594594594875,0.0038394417226089244,0.019999999999999574,0.00038218112831086133,83920.73081081081,61343.383783783785,-0.3463391591435847,-0.21060915842593003,-0.15487692826652594,-0.1545827396446539,-33343.0,-36.04648648648649,570.257879123532,925,464094,2131,460,2,445,18,-0.010000000000001563,-0.15542274215511687,0.01945945945945946,-0.010000000000001563,-0.0003240440728289329,10,40,10:40,30.881999999999998
641,30.855,30.884999999999998,30.86810102647218,0.01101566720691519,0.003021593069262476,0.019999999999999574,0.0003568637327293348,75462.88924905457,77479.70718530525,0.1442975013245085,0.03537815812467809,0.010706075148661865,-0.013253556197070561,113903.0,61.535926526202054,644.8720008593729,1851,886254,22402,903,10,839,99,0.029999999999997584,0.013186764075345482,0.05348460291734198,0.029999999999997584,0.0009718173748320957,10,41,10:41,30.884000000000004
642,30.884999999999998,30.895,30.893488120950323,0.010316774658027326,0.0017520303476120528,0.019999999999999574,0.0003339450388009098,73085.05975521958,86393.55291576673,0.20416142757079248,0.08122001013403729,0.08376926273223802,0.041456851823382115,33583.0,24.177825773938086,724.4641143199188,1389,751555,11538,684,11,639,55,0.010000000000001563,0.08345001839214232,0.03959683225341973,0.010000000000001563,0.0003237293650806272,10,42,10:42,30.886000000000003
643,30.895,30.905,30.899611280487804,0.012210365853658138,0.0041510329763447835,0.019999999999999574,0.00039516154876420795,78036.0449695122,83907.84984756098,-0.0764238221994652,-0.009400726427105788,0.03686171989647749,-0.038302445504653,31566.0,24.059451219512194,691.2795746403028,1312,701692,12103,650,5,614,43,0.010000000000001563,0.03625826638714227,0.03277439024390244,0.010000000000001563,0.0003236245982938257,10,43,10:43,30.889000000000003
644,30.905,30.915,30.914432042022323,0.011057124097178076,0.003075701708718439,0.020000000000003126,0.0003576654111216566,70710.25213394615,88604.88378200919,0.3950418656691043,0.1288041424705503,0.11160130295225,-0.016249643532131597,37231.0,24.445830597504923,636.0378991225699,1523,786234,13062,745,10,696,72,0.00999999999999801,0.11232223194099471,0.04727511490479317,0.00999999999999801,0.0003235198992950217,10,44,10:44,30.891
645,30.915,30.925,30.9221679389313,0.010534351145037172,0.002249854285829829,0.019999999999999574,0.00034067432884848274,69514.06259541985,90452.48854961833,0.13171072543911858,0.10709139586980317,0.13041050831802276,0.008354734468311113,26214.0,20.010687022900765,519.4413949216236,1310,561131,12246,648,12,612,38,0.010000000000001563,0.13089252599572562,0.02900763358778626,0.010000000000001563,0.0003234152680198221,10,45,10:45,30.892000000000003
646,30.925,30.925,30.922680756395998,0.011123470522802985,0.0031588081217610864,0.019999999999999574,0.00035971222434440697,71342.87708565072,93646.34371523916,0.07951741166453721,0.11292885700775086,0.13591590107777654,0.013610586139013319,10715.0,5.959399332591769,558.3326109196321,1798,792820,20036,871,15,822,90,0.0,0.13518135622026128,0.05005561735261402,0.0,0.0,10,46,10:46,30.895
647,30.925,30.915,30.92066393442623,0.010049180327868402,0.0007001343879490056,0.019999999999999574,0.0003249988959101491,76930.0655737705,93852.48360655738,-0.0562127349334542,0.09744221507238575,0.09948064500415385,-0.03327080745484722,-24859.0,-40.752459016393445,564.5949121390656,610,265248,6356,311,2,269,28,-0.010000000000001563,0.09908751282848369,0.04590163934426229,-0.010000000000001563,-0.0003234152680198221,10,47,10:47,30.897000000000002
648,30.915,30.935000000000002,30.927234726688102,0.01260450160771723,0.004390214379331281,0.019999999999999574,0.00040754690232050494,74516.59421221865,98328.961414791,0.1906168715551289,0.0931351777951618,0.13854972486798106,0.026084597488286385,78812.0,50.68295819935691,861.454235990988,1555,959261,50730,770,9,666,110,0.020000000000003126,0.13776673120805033,0.0707395498392283,0.020000000000003126,0.0006467259724201035,10,48,10:48,30.901999999999997
649,30.935000000000002,30.915,30.921427212178877,0.013365049159530447,0.004725888188261409,0.019999999999999574,0.0004322256369320582,78684.3127180463,95417.34094513163,0.012141954344836326,0.05853702681348643,0.0963859796292153,-0.054629008776403684,-81624.0,-25.887725975261656,721.0440176124525,3153,1801126,113154,1565,21,1353,214,-0.020000000000003126,0.09611067945085415,0.06787186806216301,-0.020000000000003126,-0.0006467259724201035,10,49,10:49,30.907
650,30.915,30.915,30.918251050420167,0.01314075630252135,0.004643906339932676,0.019999999999999574,0.00042501041781672547,79951.86869747899,96035.89075630253,0.01641633640739039,0.055712865784876546,0.0909723595224717,-0.06931015808843284,2834.0,2.976890756302521,608.1836064462315,952,478348,15310,477,11,412,52,0.0,0.09139284521118968,0.0546218487394958,0.0,0.0,10,50,10:50,30.913
651,30.915,30.905,30.907442468619248,0.010930962343097943,0.0029071933739891424,0.020000000000003126,0.0003536651566713075,141800.01569037657,96687.2960251046,0.06131139569015083,-0.13608929273317263,-0.07367085684343772,-0.21958726669210524,-219058.0,-229.14016736401675,6520.211285499699,956,946758,8020,464,6,448,38,-0.00999999999999801,-0.1891619279062196,0.0397489539748954,-0.00999999999999801,-0.0003235198992950217,10,51,10:51,30.915
652,30.905,30.915,30.92067716535433,0.012543307086614362,0.0043557007784691465,0.020000000000003126,0.00040566194406051214,81587.38385826771,105881.36062992126,0.18478562772642512,0.15417368279652555,0.12954071299240133,-0.020616393877908677,51094.0,20.115748031496064,658.1141262864923,2540,1262885,38266,1264,17,1165,94,0.00999999999999801,0.12958947817130193,0.03700787401574803,0.00999999999999801,0.0003235198992950217,10,52,10:52,30.917
653,30.915,30.915,30.91182259488085,0.011182700794353028,0.0032307025534737887,0.020000000000003126,0.0003617635515802772,82047.51103265666,94186.15533980583,-0.024003603023760797,0.07177282057814327,0.07003737746285735,-0.12869899232979623,2315.0,2.0432480141218003,610.8984396812521,1133,547901,13314,547,5,513,68,0.0,0.0688781238965695,0.06001765225066196,0.0,0.0,10,53,10:53,30.917999999999996
654,30.915,30.925,30.92137295081967,0.010286885245900932,0.0016704374527851298,0.019999999999999574,0.00033267921948989637,82271.59016393442,96536.30327868853,0.17930168463401377,0.05032810329506593,0.0791548717219283,-0.03142710900288452,50327.0,68.75273224043715,802.2973939915653,732,316288,5741,365,6,349,12,0.010000000000001563,0.0797767528049955,0.01639344262295082,0.010000000000001563,0.0003234152680198221,10,54,10:54,30.919
655,30.925,30.925,30.925,0.00999999999999801,0.0,0.00999999999999801,0.0003233629749393051,80965.22108843537,98110.24489795919,0.29003601359289244,0.07816892117510368,0.09545289601999817,0.008065633363984605,-1804.0,-3.068027210884354,395.44997611547535,588,216956,825,292,4,287,5,0.0,0.09574189135895604,0.008503401360544218,0.0,0.0,10,55,10:55,30.919
656,30.925,30.945,30.935392541707557,0.011923454367026153,0.003942396899642768,0.019999999999999574,0.0003854251359956021,87232.60009813543,91323.20706575074,-0.0753448935872775,0.006033217117811701,0.022976084788246587,-0.0022039887454646952,57159.0,28.046614327772325,649.9428835490942,2038,1018265,65962,996,17,865,160,0.019999999999999574,0.022909403130533742,0.07850834151128558,0.019999999999999574,0.0006465169127731762,10,56,10:56,30.921
657,30.945,30.905,30.924208657810354,0.013506642235455746,0.0047723263776716296,0.020000000000003126,0.0004367651291049289,92531.02565277142,92248.71713238662,-0.13032397991194972,0.0027307819519570755,0.0008962189600248506,-0.11629888928165565,-152107.0,-34.83898305084746,783.0262660273154,4366,2430567,109278,2188,21,1950,207,-0.03999999999999915,-0.0015278109825763756,0.04741181859825928,-0.03999999999999915,-0.00129345208008802,10,57,10:57,30.919999999999998
658,30.905,30.884999999999998,30.89160397444996,0.011256210078070235,0.0033153941218361615,0.019999999999999574,0.000364373834462226,85204.30447125621,88955.15826827538,-0.08211557384185422,0.013765051365332471,0.022092075819044422,-0.12348716994519054,-80692.0,-57.26898509581263,548.0799965034505,1409,727109,28557,687,8,677,37,-0.020000000000003126,0.021536893476921483,0.0262597586941093,-0.020000000000003126,-0.0006473539633744529,10,58,10:58,30.915
659,30.884999999999998,30.895,30.89329761904762,0.010333333333331942,0.0017961243757444192,0.019999999999999574,0.00033448578991457096,77459.12261904762,83997.40952380952,0.12007850640608324,0.03168651471519832,0.04087787531001577,-0.040432223430877524,32091.0,38.20357142857143,506.94073700332615,840,362903,4200,429,3,391,17,0.010000000000001563,0.040495648073109916,0.02023809523809524,0.010000000000001563,0.0003237293650806272,10,59,10:59,30.913
660,30.895,30.905,30.90200174064404,0.014313896141572786,0.004953421007675371,0.020000000000003126,0.0004632103762821657,85211.02901073397,80414.52538439223,-0.17742931073393683,-0.13544936298769436,-0.02725056731549067,-0.14740330764694604,32428.0,9.40760081230055,757.7946774445818,3447,1964678,49259,1707,13,1594,133,0.010000000000001563,-0.02895992495758787,0.03858427618218741,0.010000000000001563,0.0003236245982938257,11,0,11:00,30.912
661,30.905,30.915,30.917654145995748,0.011141034727144289,0.003180496202120157,0.020000000000003126,0.00036034514002133104,77431.68391211907,78021.17930545712,0.05070537472467453,-0.003916859776904247,0.0044850590927969875,-0.08546300703757917,24161.0,17.123316796598157,557.090920767913,1411,597167,10535,705,11,656,39,0.00999999999999801,0.003792116665699309,0.027639971651311126,0.00999999999999801,0.0003235198992950217,11,1,11:01,30.913
662,30.915,30.895,30.8997683993824,0.011466803911476595,0.0035387809444435946,0.020000000000003126,0.0003711037054271717,87746.13124034998,68668.12146165723,-0.459972475017166,-0.21785164186112982,-0.12309687903629112,-0.16899225622557065,-76990.0,-39.62429233144622,682.9692208352753,1943,947813,21743,957,11,893,82,-0.019999999999999574,-0.12197104451241567,0.04220277920741122,-0.019999999999999574,-0.0006471444975888474,11,2,11:02,30.911
663,30.895,30.915,30.90100406710727,0.013396034570411825,0.0047369507572837775,0.020000000000003126,0.00043354563303611037,81552.91916624301,75866.77580071174,-0.06677766402727096,-0.048414321472462184,-0.03695626761372307,-0.10123347625021362,95118.0,48.35688866293849,733.5614039737081,1967,1104096,19407,962,20,904,81,0.019999999999999574,-0.036120914646194026,0.041179461108286734,0.019999999999999574,0.0006471444975888474,11,3,11:03,30.911
664,30.915,30.875,30.88866420274551,0.01216825061598045,0.004121550038549557,0.020000000000003126,0.00039393938767013454,90511.51143963393,77972.34811686026,-0.3175656133592571,-0.16346314713786841,-0.07457740356299612,-0.158654206300925,-185065.0,-65.14079549454418,644.8955253530245,2841,1478671,34175,1398,16,1318,109,-0.03999999999999915,-0.07442352849573212,0.03836677226328757,-0.03999999999999915,-0.001294708062390626,11,4,11:04,30.906
665,30.875,30.884999999999998,30.883913676042674,0.013866795990947159,0.004870679494829552,0.019999999999999574,0.0004489994448990697,87692.55900420304,88821.49207888781,-0.10409464274236564,-0.054714093805564704,0.005769682326213246,-0.01565642670482338,59191.0,19.13708373747171,690.7307667956383,3093,1700101,62233,1551,14,1395,133,0.00999999999999801,0.006395712226633703,0.04300032331070158,0.00999999999999801,0.00032383419972115135,11,5,11:05,30.901999999999997
666,30.884999999999998,30.855,30.857492226368162,0.013945895522387678,0.004888383596856311,0.019999999999999574,0.00045195973689413115,94361.73009950249,80638.89458955223,-0.21794520963536432,-0.06608353123677657,-0.07810474384207668,-0.15215907973627749,-116231.0,-36.14148009950249,504.839415093144,3216,1325342,23274,1570,24,1529,93,-0.029999999999997584,-0.07841592299646537,0.028917910447761194,-0.029999999999997584,-0.0009718173748320957,11,6,11:06,30.893
667,30.855,30.865000000000002,30.862980475899942,0.011549725442342389,0.003619889549685564,0.019999999999999574,0.0003742247711620798,88277.03660768761,90566.93593654668,0.10780661800200753,0.009219687193097903,0.011504592113255566,0.037894162777351595,35895.0,21.900549115314217,590.7113376996226,1639,709447,15484,834,9,751,45,0.010000000000001563,0.012803894345909256,0.027455765710799267,0.010000000000001563,0.0003240440728289329,11,7,11:07,30.889
668,30.865000000000002,30.845,30.855924488355683,0.010098800282287339,0.0009894100138364786,0.019999999999999574,0.000327288609745525,94468.42342978122,84523.81933662668,0.001440606674132999,-0.0789264163612684,-0.054854913618319186,-0.08231974793213943,-77099.0,-54.41002117148906,618.6523596290951,1417,600738,11065,692,11,676,38,-0.020000000000003126,-0.05555885517414658,0.026817219477769938,-0.020000000000003126,-0.0006481931842574618,11,8,11:08,30.884999999999998
669,30.845,30.805,30.819542527502012,0.013187550308558815,0.00466056370932232,0.020000000000003126,0.00042790740975396095,92727.63965656023,82101.6286557553,-0.1434523883168634,-0.07257484776149066,-0.06044106904759821,-0.15522144815354888,-143889.0,-38.60719077005635,605.6889182861491,3727,1783045,24004,1868,14,1745,100,-0.03999999999999915,-0.06077935979130566,0.026831231553528307,-0.03999999999999915,-0.0012976481950679464,11,9,11:09,30.875999999999998
670,30.805,30.814999999999998,30.813304314912944,0.010666161998486716,0.0024945056960597343,0.019999999999999574,0.0003461500651980001,83634.1907645723,88890.67600302801,0.03356114121235206,-0.04646531076269342,0.03045667849286894,-0.014260039405645722,24888.0,18.840272520817564,594.4922848452546,1321,576625,7002,650,5,640,26,0.00999999999999801,0.030467986076096885,0.01968205904617714,0.00999999999999801,0.00032456994767260383,11,10,11:10,30.866999999999997
671,30.814999999999998,30.805,30.805692379182158,0.010920074349440615,0.002891708498618271,0.019999999999999574,0.0003544781795800479,82487.65427509294,89317.1970260223,-0.00302124677407314,-0.009458324246583275,0.04023780851618033,-0.05220600936574119,-38637.0,-35.907992565055764,566.0145793925242,1076,477197,8552,536,5,523,12,-0.00999999999999801,0.03975174565332564,0.011152416356877323,-0.00999999999999801,-0.00032456994767260383,11,11,11:11,30.856
672,30.805,30.795,30.799661016949152,0.014388938447814264,0.004963626989725209,0.019999999999999574,0.0004671769043870282,88177.31400535237,86625.44335414808,-0.1410403527407503,0.006886102495157526,-0.007130712985263749,-0.05910925217882222,-44205.0,-19.716770740410347,642.3348387997034,2242,1234036,41210,1116,8,1010,108,-0.00999999999999801,-0.008877838511509847,0.04817127564674398,-0.00999999999999801,-0.00032467532752722406,11,12,11:12,30.845999999999997
673,30.795,30.755000000000003,30.777175936700022,0.014528740982080646,0.004978321264151148,0.019999999999999574,0.0004720410006346417,89974.7654177333,82740.0702815918,-0.2179386358625844,-0.07136490529253964,-0.04126271795429688,-0.12677017614210626,-147650.0,-34.361182220153594,770.8775993297013,4297,2656986,72515,2152,16,1995,134,-0.03999999999999915,-0.04188809320779018,0.031184547358622295,-0.03999999999999915,-0.0012997564786747517,11,13,11:13,30.830000000000002
674,30.755000000000003,30.744999999999997,30.748640759312323,0.011536532951290032,0.0036068068157718487,0.020000000000003126,0.0003751867005806854,91589.75214899714,85488.54190544413,-0.24429735724776494,-0.08685738372452512,-0.03488184476562907,-0.07786186835626045,-53863.0,-19.291905444126076,638.3548754471823,2792,1359971,36033,1385,31,1240,136,-0.010000000000005116,-0.03445487362599757,0.04871060171919771,-0.010000000000005116,-0.0003252032548988204,11,14,11:14,30.817
675,30.744999999999997,30.775,30.752863657090742,0.011244870041039886,0.0033021161642787142,0.020000000000003126,0.0003656672346791221,88599.22480620156,91376.5275877793,-0.07527405669315172,-0.03736734193853121,0.017349590442534268,0.02590785664409821,135011.0,61.56452348381213,607.6098294880335,2193,1011389,22018,1102,7,1022,62,0.030000000000001137,0.015431538663597389,0.028271773825809393,0.030000000000001137,0.0009752926650841154,11,15,11:15,30.806
676,30.775,30.765,30.76232030704815,0.010600139567340348,0.0023759561398041997,0.019999999999999574,0.00034458303629635305,81588.06350314026,90207.45498953245,-0.031240856633511598,-0.003929011359282312,0.05071469620009916,0.03562787919645592,-30093.0,-21.0,552.5957929039954,1433,577641,12116,703,9,690,31,-0.00999999999999801,0.05017238844190112,0.021632937892533146,-0.00999999999999801,-0.000324991878063674,11,16,11:16,30.797000000000004
677,30.765,30.765,30.765,0.00999999999999801,0.0,0.00999999999999801,0.00032504469364531157,75392.70736842105,89057.03157894737,0.08339333733768252,0.025055814285140296,0.08264725019244387,0.09066196106644268,-13440.0,-14.147368421052631,402.5605261397633,950,330789,500,476,3,469,2,0.0,0.0830911882134367,0.002105263157894737,0.0,0.0,11,17,11:17,30.787
678,30.765,30.805,30.784816285998016,0.011191658391261149,0.003240640147380508,0.019999999999999574,0.0003635392383103181,77370.24677259185,91306.4865938431,0.17767735549314992,0.057992852951515836,0.0815576775459609,0.18305266844225399,166794.0,82.81727904667329,588.4878137939216,2014,941810,41821,1002,14,898,100,0.03999999999999915,0.08262099664318272,0.04965243296921549,0.03999999999999915,0.0012993342740803548,11,18,11:18,30.783000000000005
679,30.805,30.785,30.788771150592215,0.011882402707275648,0.0039098662029778495,0.019999999999999574,0.00038593572221071903,83304.56598984772,84608.9331641286,0.050990542182981276,-0.00168025263665103,0.008438687725696593,0.04610801046731823,-72229.0,-30.55372250423012,531.6815674013567,2364,1022206,29663,1148,29,1097,90,-0.019999999999999574,0.00776809000379879,0.03807106598984772,-0.019999999999999574,-0.000649456103360535,11,19,11:19,30.781
680,30.785,30.775,30.778375,0.012285714285714601,0.0042010011390928225,0.019999999999999574,0.00039916317184900254,79202.1875,76985.41339285714,-0.08362031076051327,-0.025540956896305027,-0.012153052444487228,-0.003981902292687173,-52276.0,-46.675,438.32928981441,1120,404328,8005,548,4,542,26,-0.010000000000001563,-0.014193022330009039,0.023214285714285715,-0.010000000000001563,-0.00032488629265614577,11,20,11:20,30.777000000000005
681,30.775,30.785,30.773689740420274,0.01149567367119876,0.003567571052294691,0.019999999999999574,0.00037355862364162127,73605.62299134734,79768.53770086527,0.04148732229651553,0.06490974341468439,0.03941943388200123,0.022843752536170724,44941.0,27.77564894932015,497.58085619132737,1618,695808,10369,800,7,764,47,0.010000000000001563,0.04018222288358935,0.02904820766378245,0.010000000000001563,0.00032488629265614577,11,21,11:21,30.775
682,30.785,30.785,30.780606865549654,0.01250919493256997,0.004336308851293879,0.019999999999999574,0.00040639862603881474,78786.10257458112,82681.85696771558,-0.005725100847269459,-0.007872764344606839,0.02339789858776659,0.04925964971413482,5985.0,2.4458520637515324,549.4942402832033,2447,1076746,23782,1219,13,1147,68,0.0,0.024127104870697014,0.027789129546383327,0.0,0.0,11,22,11:22,30.774
683,30.785,30.765,30.771179591836734,0.011632653061223715,0.003697585093121751,0.019999999999999574,0.0003780303667053228,85559.00326530612,77453.12489795918,-0.2120049951618426,-0.05293183973509622,-0.0489139896681689,-0.05039537605824505,-59867.0,-48.87102040816327,529.4083110617572,1225,523194,8426,613,11,568,33,-0.019999999999999574,-0.049725615257464016,0.026938775510204082,-0.019999999999999574,-0.0006498781707198198,11,23,11:23,30.775
684,30.765,30.755000000000003,30.759098737083814,0.01006888633754316,0.0008275895060440282,0.019999999999999574,0.00032734654090699157,80745.74052812859,74722.3616532721,-0.17834811002064763,-0.013987593798221032,-0.03909086846226725,-0.08171066704497451,-47495.0,-54.5292766934558,507.61539767621485,871,368633,5616,430,4,413,24,-0.00999999999999801,-0.038743502945886514,0.027554535017221583,-0.00999999999999801,-0.00032509753212162096,11,24,11:24,30.776
685,30.755000000000003,30.735,30.734058846453625,0.01178098207326563,0.0038266996720655914,0.020000000000003126,0.0003833171179484594,85610.05494933749,81582.12392829306,-0.1265306075064206,-0.09103419301069436,-0.023586739628982403,-0.10988128899950177,-53752.0,-20.947778643803584,544.6596716259141,2566,1131164,14117,1290,28,1185,63,-0.020000000000003126,-0.024091623472366503,0.024551831644583008,-0.020000000000003126,-0.0006505123013589298,11,25,11:25,30.772000000000002
686,30.735,30.705,30.710200267022692,0.011909212283044413,0.003931145998655992,0.019999999999999574,0.00038781005505127803,99833.37027147308,72229.36626613262,-0.48313900942096344,-0.23132392061090692,-0.15818062263679775,-0.1697840210986337,-125368.0,-55.79350244770806,643.5714360619518,2247,1084455,35828,1097,25,1014,111,-0.030000000000001137,-0.1604298790128063,0.049399198931909215,-0.030000000000001137,-0.0009765625776103626,11,26,11:26,30.766
687,30.705,30.725,30.715884325230515,0.011366303436714745,0.003436007198515282,0.019999999999999574,0.0003700484052259099,85550.50293378039,79274.24811399833,-0.06904312476208606,-0.06494082357767969,-0.03819818414289578,-0.020607867907561257,95025.0,79.65213746856664,604.2764369718577,1193,507202,15369,603,16,514,60,0.020000000000003126,-0.038078351581812636,0.050293378038558254,0.020000000000003126,0.0006511476707360409,11,27,11:27,30.762
688,30.725,30.744999999999997,30.741267899761336,0.011318615751791076,0.0033844119565545534,0.020000000000003126,0.0003681864439853119,75756.4522673031,90947.01789976134,0.2466751874709317,0.11207882261992122,0.09127469033494846,0.10718512381229639,72671.0,43.35978520286396,569.1985410505222,1676,692349,27980,824,20,726,106,0.01999999999999602,0.09112327186251598,0.06324582338902147,0.01999999999999602,0.0006507239533344311,11,28,11:28,30.756
689,30.744999999999997,30.735,30.73841328413284,0.010996309963098833,0.0029969173262630287,0.019999999999999574,0.000357736707037728,80975.25707257072,78461.27060270603,-0.27583833608571584,-0.03161334125747749,-0.015735292831722748,-0.026323381695294655,-50372.0,-61.95817958179582,602.7898466581207,813,381296,5511,407,3,381,22,-0.00999999999999801,-0.01576794544211916,0.02706027060270603,-0.00999999999999801,-0.0003253090464601094,11,29,11:29,30.750999999999998
